Company,Facility,OrderID,OrderType,Customer,Carrier,Reference,PO,SO,PRO,StoreNo,CreateTime,ScheduleDate,AppointmentTime,InYardDate,PickedDate,ShippedDate,Cancelled,CancelledDate,EntryType,ContainerNo,ContainerType,ContainerQty,TrailerQty,TrailerType,EntryID,RushOrder,LoadNo,LoadType,UsedHours,LabelQty,Item,ItemGrade,ItemType,Title,Supplier,ItemUOM,OrderedQty,PickType,PickQty,ShippedQty,ItemVOL,VolumeUOM,ItemWGT,WeightUOM,ItemAREA,AreaUOM,PalletType,PalletQty
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78047,,,HALLMART001,,CS,15,CASE_PICK,15,15,8.5717044,cubic footage,38,POUND,529,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78048,,,HALLMART001,,CS,2,CASE_PICK,2,2,8.5717044,cubic footage,40,POUND,529,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78049,,,HALLMART001,,CS,7,CASE_PICK,7,7,8.5717044,cubic footage,40,POUND,529,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78052,,,HALLMART001,,CS,3,CASE_PICK,3,3,5.0312178,cubic footage,20,POUND,483,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78053,,,HALLMART001,,CS,5,CASE_PICK,5,5,5.590242,cubic footage,21,POUND,483,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78055,,,HALLMART001,,CS,7,CASE_PICK,7,7,5.869754100000001,cubic footage,24,POUND,483,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78061,,,HALLMART001,,CS,2,CASE_PICK,2,2,6.9878025,cubic footage,25,POUND,483,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78068,,,HALLMART001,,CS,7,CASE_PICK,7,7,6.1492662000000005,cubic footage,25,POUND,483,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78070,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.5468267,cubic footage,27,POUND,483,square footage,other size,0
LT,VB,DN-4937,,HALLMART001,Pending Routing,MHS-CL-040918,3185735-3185768-3990285,MHS-CL-040918,,,2018-04-06 08:14:16,2018-04-09 12:00:00,,,2018-04-06 10:00:10,2018-04-09 07:27:57,false,,EDI,,,0,0,48,,false,,,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,2,CASE_PICK,2,2,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4938,,HALLMART001,Pending Routing,MHS-HU-040918,3185735-3185768-3990285,MHS-HU-040918,,,2018-04-06 08:14:18,2018-04-09 12:00:00,,,2018-04-06 09:57:55,2018-04-09 07:28:03,false,,EDI,,,0,0,48,,false,,,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,6,CASE_PICK,6,6,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,5,CASE_PICK,5,5,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,5,CASE_PICK,5,5,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4939,,HALLMART001,Pending Routing,MDC-AZ-040918,3011891-3185746-3185823-3990329,MDC-AZ-040918,,,2018-04-06 08:14:20,2018-04-09 12:00:00,,,2018-04-06 09:51:36,2018-04-09 07:28:14,false,,EDI,,,0,0,48,,false,,,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75509,,,HALLMART001,,CS,7,CASE_PICK,7,7,7.7534226,cubic footage,32,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75510,,,HALLMART001,,CS,3,CASE_PICK,3,3,8.020782,cubic footage,34,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75511,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.911407700000001,cubic footage,34,POUND,441,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75512,,,HALLMART001,,CS,1,CASE_PICK,1,1,6.9513444,cubic footage,28,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,2,CASE_PICK,2,2,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4940,,HALLMART001,Pending Routing,MDC-CD-040918,3011891-3185823,MDC-CD-040918,,,2018-04-06 08:14:23,2018-04-09 12:00:00,,,2018-04-06 09:43:34,2018-04-09 07:28:21,false,,EDI,,,0,0,48,,false,,,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75509,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.7534226,cubic footage,32,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75510,,,HALLMART001,,CS,1,CASE_PICK,1,1,8.020782,cubic footage,34,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4941,,HALLMART001,Pending Routing,MDC-MB-040918,3011891-3185746-3185823-3990329,MDC-MB-040918,,,2018-04-06 08:14:25,2018-04-09 12:00:00,,,2018-04-06 09:45:13,2018-04-09 07:28:30,false,,EDI,,,0,0,48,,false,,,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75509,,,HALLMART001,,CS,9,CASE_PICK,9,9,7.7534226,cubic footage,32,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75510,,,HALLMART001,,CS,4,CASE_PICK,4,4,8.020782,cubic footage,34,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75512,,,HALLMART001,,CS,1,CASE_PICK,1,1,6.9513444,cubic footage,28,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,5,CASE_PICK,5,5,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,5,CASE_PICK,5,5,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4942,,HALLMART001,Pending Routing,MDC-OK-040918,3011891-3185746-3185823-3990329,MDC-OK-040918,,,2018-04-06 08:14:27,2018-04-09 12:00:00,,,2018-04-06 09:39:36,2018-04-09 07:27:31,false,,EDI,,,0,0,48,,false,,,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75509,,,HALLMART001,,CS,8,CASE_PICK,8,8,7.7534226,cubic footage,32,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75510,,,HALLMART001,,CS,4,CASE_PICK,4,4,8.020782,cubic footage,34,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75511,,,HALLMART001,,CS,2,CASE_PICK,2,2,7.911407700000001,cubic footage,34,POUND,441,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75512,,,HALLMART001,,CS,1,CASE_PICK,1,1,6.9513444,cubic footage,28,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,5,CASE_PICK,5,5,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4943,,HALLMART001,Pending Routing,MDC-PD-040918,3011891-3185746-3185823-3990329,MDC-PD-040918,,,2018-04-06 08:14:30,2018-04-09 12:00:00,,,2018-04-06 09:15:18,2018-04-09 07:27:19,false,,EDI,,,0,0,48,,false,,,0,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75509,,,HALLMART001,,CS,7,CASE_PICK,7,7,7.7534226,cubic footage,32,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75510,,,HALLMART001,,CS,3,CASE_PICK,3,3,8.020782,cubic footage,34,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75511,,,HALLMART001,,CS,1,CASE_PICK,1,1,7.911407700000001,cubic footage,34,POUND,441,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75512,,,HALLMART001,,CS,1,CASE_PICK,1,1,6.9513444,cubic footage,28,POUND,462,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77264,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77265,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77283,,,HALLMART001,,CS,4,CASE_PICK,4,4,7.0277328,cubic footage,33,POUND,528,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77284,,,HALLMART001,,CS,3,CASE_PICK,3,3,7.0277328,cubic footage,35,POUND,528,square footage,other size,0
LT,VB,DN-4955,,MERCURY001,ROADWAY EXPRESS,7207,61738770,7207,,,2018-04-09 12:25:10,2018-04-10 12:00:00,,,2018-04-10 08:05:46,2018-04-10 15:27:22,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-43INRUMCTBSCM-H2,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,4.5816072515999995,cubic footage,77.4,POUND,1115.08,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-278WHMC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,22.344625511999997,cubic footage,204,POUND,1032.3999999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-2538WHM,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.2162635936000004,cubic footage,19.6,POUND,1196.79,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-UMS18,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.241224695,cubic footage,12.2,POUND,271.5,square footage,other size,0
LT,VB,DN-4956,,MERCURY001,ESTES EXPRESS (EXLA),7206,02558295,7206,,,2018-04-09 12:27:20,2018-04-10 12:00:00,,,2018-04-10 08:23:12,2018-04-10 15:15:23,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-24MC,71+,,MERCURY001,,EA,1,PIECE_PICK,1,1,12.662270812799997,cubic footage,108,POUND,594.5799999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-UMCT-24,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.828459907,cubic footage,34.2,POUND,537.1,square footage,other size,0
LT,VB,DN-4957,,MERCURY001,REDDAWAY,7208,61752203,7208,,,2018-04-09 12:30:58,2018-04-10 12:00:00,,,2018-04-10 11:01:18,2018-04-10 15:14:41,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-30MC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,15.019116839999999,cubic footage,118,POUND,705.25,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-EWGUMCT-30EWG,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.8077748885000005,cubic footage,33.1,POUND,664.6500000000001,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
LT,VB,DN-4958,,MERCURY001,ESTES EXPRESS (EXLA),7211,61848084,7211,,,2018-04-09 12:35:00,2018-04-10 12:00:00,,,2018-04-10 09:21:50,2018-04-10 15:16:37,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243M,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,4.0291842825,cubic footage,26.5,POUND,928.33,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243S,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,6.246480855600001,cubic footage,57.3,POUND,1047.96,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243GMC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,20.2528304505,cubic footage,264,POUND,974.85,square footage,other size,0
LT,VB,DN-4960,,MERCURY001,ESTES EXPRESS (EXLA),7212,61895486,7212,,,2018-04-09 12:38:53,2018-04-10 12:00:00,,,2018-04-10 09:29:59,2018-04-10 15:17:09,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-43INRITBG,71+,,MERCURY001,,EA,1,PIECE_PICK,1,1,6.852696883200001,cubic footage,71.7,POUND,1208.3200000000002,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-278GRMC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,22.344625511999997,cubic footage,204,POUND,1032.3999999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SB-2538GRM,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.2162635936000004,cubic footage,19.6,POUND,1196.79,square footage,other size,0
LT,VB,DN-4962,,MERCURY001,ESTES EXPRESS (EXLA),7210,61833307,7210,,,2018-04-09 13:03:59,2018-04-10 12:00:00,,,2018-04-10 09:44:07,2018-04-10 15:15:55,false,,EDI,,,0,0,48,,false,LOAD-2578,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-31MR,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-EWGUMCT-30EWG,31-70,,MERCURY001,,EA,2,PIECE_PICK,2,2,1.8077748885000005,cubic footage,33.1,POUND,664.6500000000001,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-30MC,Vanity,,MERCURY001,,EA,2,PIECE_PICK,2,2,15.019116839999999,cubic footage,118,POUND,705.25,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-EWGSCT,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,0.8754237954000001,cubic footage,14.4,POUND,321.86,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-12SC,31-70,,MERCURY001,,EA,2,PIECE_PICK,2,2,6.648782679000002,cubic footage,40.8,POUND,331.1,square footage,other size,0
LT,VB,DN-4963,,MERCURY001,Wayfair Dedicated-Zeneith/Pivot Freight,7213,CS110576356,7213,,,2018-04-09 13:05:10,2018-04-10 12:00:00,,,2018-04-10 09:49:07,2018-04-10 15:13:13,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-24MC,71+,,MERCURY001,,EA,2,PIECE_PICK,2,2,12.662270812799997,cubic footage,108,POUND,594.5799999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-EWGUMCT-24EWG,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,2.5959208860000005,cubic footage,27.6,POUND,553.8000000000001,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-31MR,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-12SC,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,6.648782679000002,cubic footage,40.8,POUND,331.1,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,2,PIECE_PICK,2,2,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-EWGSCT,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.8754237954000001,cubic footage,14.4,POUND,321.86,square footage,other size,0
LT,VB,DN-4964,,MERCURY001,Associated Global System,7214,1597-1037-0167-8985,7214,,,2018-04-09 13:30:11,2018-04-10 12:00:00,,,2018-04-10 09:54:05,2018-04-11 16:44:13,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-RCTVS,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.431906345,cubic footage,24.3,POUND,348.5,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-24MC,71+,,MERCURY001,,EA,1,PIECE_PICK,1,1,12.662270812799997,cubic footage,108,POUND,594.5799999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-BGVCT-24BG,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.492131654,cubic footage,24.3,POUND,548.6,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S02,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,5,POUND,192,square footage,other size,0
LT,VB,DN-5039,,MERCURY001,ESTES EXPRESS (EXLA),7216,63573599,7216,,,2018-04-10 11:26:15,2018-04-11 12:00:00,,,2018-04-10 17:39:47,2018-04-11 16:45:02,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-30MC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,15.019116839999999,cubic footage,118,POUND,705.25,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-GR-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-CMUMCT-30CM-H2,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.1423445065,cubic footage,0,POUND,673.09,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-UMS,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.3164018416000003,cubic footage,20,POUND,351.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
LT,VB,DN-5040,,MERCURY001,ESTES EXPRESS (EXLA),7217,40550226,7217,,,2018-04-10 11:48:58,2018-04-11 12:00:00,,,2018-04-11 07:26:42,2018-04-11 16:44:37,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-24MC,71+,,MERCURY001,,EA,1,PIECE_PICK,1,1,12.662270812799997,cubic footage,108,POUND,594.5799999999999,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-UMCT-24,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.828459907,cubic footage,34.2,POUND,537.1,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
LT,VB,DN-5041,,PACIFIC001,Wayfair Dedicated-Zeneith/Pivot Freight,1496,CS110624452,1496,,,2018-04-10 12:30:08,2018-04-11 12:00:00,,,2018-04-11 07:35:05,2018-04-11 16:42:09,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-320-60FSWH-FM,Tub,,PACIFIC001,,EA,1,PIECE_PICK,1,1,28.162574388,cubic footage,111.3,POUND,1871.74,square footage,other size,0
LT,VB,DN-5042,,PACIFIC001,FedEx Ground ,1497,CS110836659,1497,,,2018-04-10 12:45:36,2018-04-11 12:00:00,,,2018-04-11 07:36:15,2018-04-12 08:18:42,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-120-TFMSHCH,Faucet,,PACIFIC001,,Piece,1,PIECE_PICK,1,1,2.8468151136000004,cubic footage,20,POUND,565.44,square footage,other size,0
LT,VB,DN-5043,,MERCURY001,Wayfair Dedicated-Zeneith/Pivot Freight,7218,CS110841552,7218,,,2018-04-10 12:56:51,2018-04-11 12:00:00,,,2018-04-11 07:37:09,2018-04-11 16:45:38,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-30MC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,15.019116839999999,cubic footage,118,POUND,705.25,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-31MR,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-CMUMCT-30CM-H2,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.1423445065,cubic footage,0,POUND,673.09,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-UMS,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,2.3164018416000003,cubic footage,20,POUND,351.12,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-S01,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,0.7777728,cubic footage,4.2,POUND,192,square footage,other size,0
LT,VB,DN-5044,,MERCURY001,,7219,4756,7219,,,2018-04-10 13:51:18,2018-04-11 12:00:00,,,2018-04-11 07:49:53,2018-04-12 16:44:07,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243GMC,Vanity,,MERCURY001,,EA,1,PIECE_PICK,1,1,20.2528304505,cubic footage,264,POUND,974.85,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243M,30-,,MERCURY001,,EA,1,PIECE_PICK,1,1,4.0291842825,cubic footage,26.5,POUND,928.33,square footage,other size,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-5243S,31-70,,MERCURY001,,EA,1,PIECE_PICK,1,1,6.246480855600001,cubic footage,57.3,POUND,1047.96,square footage,other size,0
LT,VB,DN-5045,,PACIFIC001,FedEx Ground ,1396-A,CS107893815,1396-A,,,2018-04-10 13:56:28,2018-04-11 12:00:00,,,2018-04-11 07:52:14,2018-04-12 08:18:26,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N-CFL11601-WH,Claw Feet Set,,PACIFIC001,,Piece,1,PIECE_PICK,1,1,1.1268857277,cubic footage,8.8,POUND,124.03,square footage,other size,0
LT,VB,DN-5046,,MERCURY001,FedEx Ground ,6713-B,51717789,6713-B,,,2018-04-10 14:15:11,2018-04-12 12:00:00,,,2018-04-11 07:53:05,2018-04-12 08:18:07,false,,EDI,,,0,0,48,,false,,,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-B-31MR,30-,,MERCURY001,,EA,1,CASE_PICK,1,1,1.4481157320000002,cubic footage,13.3,POUND,834.12,square footage,other size,0
